8875, 36 months,5 years,MORTGAGE,35360,debt_consolidation,23.11,0,38596,695,699,1,9,0,13,509,505,Charged Off
12000, 36 months,3 years,RENT,32000,debt_consolidation,6.75,0,38657,715,719,0,9,0,12,509,505,Charged Off
15000, 60 months,3 years,OWN,30000,debt_consolidation,24.76,0,38139,735,739,1,7,0,17,544,540,Charged Off
8050, 36 months,1 year,RENT,36000,debt_consolidation,14.8,0,39203,695,699,0,4,0,7,534,530,Charged Off
6000, 60 months,< 1 year,RENT,30084,debt_consolidation,1.68,0,34516,795,799,0,6,0,15,544,540,Charged Off
1500, 36 months,< 1 year,RENT,17000,other,4.59,0,39326,675,679,3,10,0,15,534,530,Charged Off
20000, 60 months,10+ years,RENT,75000,debt_consolidation,16.51,0,35004,730,734,2,10,0,16,594,590,Charged Off
1000, 36 months,n/a,RENT,18408,major_purchase,6,0,34060,685,689,2,3,1,8,499,0,Charged Off
8500, 36 months,9 years,RENT,50000,debt_consolidation,8.5,0,38292,685,689,2,15,0,27,499,0,Charged Off
33425, 60 months,2 years,MORTGAGE,75000,debt_consolidation,25.71,0,28672,745,749,3,10,0,43,604,600,Charged Off
18000, 60 months,< 1 year,RENT,40000,debt_consolidation,18.18,0,36495,735,739,0,6,0,12,504,500,Charged Off
20000, 60 months,10+ years,RENT,60000,debt_consolidation,9.46,0,34759,700,704,2,13,0,30,624,620,Charged Off
14400, 36 months,5 years,RENT,51871,debt_consolidation,7.82,0,38777,660,664,0,5,0,9,604,600,Charged Off
4200, 60 months,9 years,RENT,43000,debt_consolidation,10.13,0,35370,695,699,1,9,0,19,504,500,Charged Off
3000, 36 months,10+ years,MORTGAGE,86004,other,13.37,0,35765,705,709,2,8,0,35,549,545,Charged Off
15000, 36 months,1 year,RENT,110000,small_business,21.99,2,36100,670,674,0,12,0,24,539,535,Charged Off
10000, 36 months,8 years,RENT,68000,debt_consolidation,17.15,0,37316,665,669,1,7,0,16,599,595,Charged Off
16000, 36 months,1 year,RENT,51000,debt_consolidation,24.66,0,33939,730,734,0,8,0,28,559,555,Charged Off
2200, 36 months,10+ years,OWN,48000,debt_consolidation,5.47,0,36647,680,684,3,3,0,7,629,625,Charged Off
8000, 60 months,1 year,RENT,51204,debt_consolidation,25.12,0,31990,750,754,0,16,0,40,649,645,Charged Off
35000, 60 months,3 years,OWN,85000,debt_consolidation,16.39,0,31017,685,689,2,10,0,40,659,655,Charged Off
12000, 60 months,< 1 year,RENT,75000,credit_card,16.13,0,36831,715,719,3,14,0,28,579,575,Charged Off
21250, 36 months,5 years,RENT,37000,other,14.27,0,36647,715,719,1,8,0,21,654,650,Charged Off
15000, 36 months,10+ years,RENT,60000,debt_consolidation,10.72,0,37347,680,684,2,7,0,18,499,0,Charged Off
4000, 36 months,6 years,RENT,30000,home_improvement,17.6,0,35125,680,684,1,8,0,20,529,525,Charged Off
4000, 60 months,10+ years,RENT,45000,house,15.2,0,35125,700,704,3,5,1,11,534,530,Charged Off
1700, 36 months,n/a,MORTGAGE,37800,home_improvement,27,0,29037,725,729,0,9,0,27,509,505,Charged Off
12000, 36 months,6 years,RENT,54400,debt_consolidation,13.81,0,36100,675,679,1,14,0,33,579,575,Charged Off
8000, 60 months,1 year,RENT,42500,debt_consolidation,14.23,0,38047,675,679,1,10,0,24,659,655,Charged Off
13000, 36 months,10+ years,RENT,28000,debt_consolidation,12.9,0,37165,680,684,1,4,0,8,689,685,Charged Off
24000, 60 months,5 years,RENT,68809,debt_consolidation,21.29,0,38504,700,704,1,10,0,20,539,535,Charged Off
11200, 36 months,3 years,RENT,75000,car,22.88,0,35400,680,684,0,8,0,13,534,530,Charged Off
12000, 36 months,2 years,RENT,28000,credit_card,8.49,0,39295,690,694,1,9,0,10,499,0,Charged Off
28000, 36 months,4 years,MORTGAGE,118000,home_improvement,5.29,0,34881,745,749,1,7,0,23,504,500,Charged Off
3000, 36 months,10+ years,MORTGAGE,65000,other,4.89,0,34547,735,739,0,4,0,18,614,610,Charged Off
8575, 36 months,n/a,MORTGAGE,32000,debt_consolidation,22.54,0,38231,665,669,1,4,0,5,499,0,Charged Off
28000, 60 months,8 years,MORTGAGE,84996,debt_consolidation,23.41,0,36130,740,744,0,13,0,40,704,700,Charged Off
16000, 60 months,10+ years,MORTGAGE,49000,credit_card,18.39,0,37226,695,699,2,15,0,23,499,0,Charged Off
11000, 36 months,4 years,MORTGAGE,80000,credit_card,4.74,0,36495,725,729,0,8,0,15,579,575,Charged Off
5000, 36 months,6 years,MORTGAGE,85000,medical,22.81,0,38108,660,664,2,9,0,17,629,625,Charged Off
10000, 36 months,6 years,OWN,36000,debt_consolidation,15.9,0,39052,695,699,3,8,0,10,509,505,Charged Off
3000, 36 months,4 years,MORTGAGE,65000,other,15.16,0,39234,660,664,1,12,0,18,499,0,Charged Off
7700, 36 months,3 years,RENT,29772.96,other,18.58,0,36739,660,664,0,6,0,11,519,515,Charged Off
18500, 60 months,10+ years,MORTGAGE,68000,debt_consolidation,20.89,0,31229,675,679,0,12,0,35,624,620,In Grace Period
24500, 60 months,4 years,RENT,85000,credit_card,9.09,0,38078,690,694,0,6,0,8,499,0,Charged Off
22200, 36 months,2 years,RENT,160000,debt_consolidation,13.33,0,35339,670,674,1,12,0,25,499,0,Charged Off
13000, 36 months,10+ years,RENT,28000,credit_card,16.93,0,36617,745,749,0,7,0,19,514,510,Charged Off
3600, 36 months,10+ years,MORTGAGE,60000,medical,19,0,37104,680,684,3,10,1,17,519,515,Charged Off
12375, 60 months,5 years,RENT,40000,other,20.88,0,35065,670,674,0,27,0,31,654,650,Charged Off
7100, 36 months,1 year,RENT,33000,debt_consolidation,23.85,0,38869,675,679,2,10,0,13,634,630,Charged Off
22400, 60 months,6 years,RENT,85000,credit_card,7.02,2,26634,660,664,1,14,0,16,504,500,Charged Off
22250, 36 months,2 years,RENT,41000,debt_consolidation,15.63,0,38322,690,694,0,8,0,10,669,665,Charged Off
7650, 36 months,5 years,RENT,57000,debt_consolidation,23.96,0,38808,705,709,1,10,0,18,499,0,Charged Off
20675, 60 months,7 years,RENT,50132,other,23.31,0,36617,720,724,1,6,0,17,504,500,Charged Off
20500, 60 months,< 1 year,RENT,47800,debt_consolidation,28.32,0,36251,735,739,1,10,0,20,514,510,Charged Off
29000, 60 months,10+ years,RENT,65000,debt_consolidation,7.22,0,36526,745,749,1,6,0,24,654,650,Charged Off
12000, 36 months,9 years,MORTGAGE,88000,debt_consolidation,10.6,0,37530,670,674,3,11,0,20,659,655,Charged Off
10000, 36 months,10+ years,RENT,30000,debt_consolidation,20.96,0,39234,675,679,0,10,0,11,639,635,Charged Off
21600, 36 months,2 years,MORTGAGE,58600,home_improvement,10.85,0,37408,680,684,0,8,0,18,499,0,Charged Off
8250, 60 months,3 years,RENT,27500,wedding,20.25,0,39264,665,669,1,8,0,9,549,545,Charged Off
12000, 36 months,< 1 year,RENT,60000,car,6.3,0,38384,705,709,1,8,0,14,524,520,Charged Off
7200, 36 months,2 years,RENT,33000,credit_card,12.69,0,39173,680,684,0,10,0,13,569,565,Charged Off
10000, 36 months,5 years,OWN,35000,debt_consolidation,11.79,0,38777,690,694,0,9,0,10,499,0,Charged Off
10000, 36 months,10+ years,MORTGAGE,77400,credit_card,20.05,0,30773,670,674,0,14,0,34,564,560,Charged Off
6500, 60 months,n/a,MORTGAGE,46212,debt_consolidation,19.06,0,36192,700,704,1,9,0,31,599,595,In Grace Period
6000, 36 months,7 years,RENT,30000,credit_card,15.68,0,39203,690,694,0,5,0,12,499,0,Charged Off
7000, 36 months,< 1 year,RENT,41000,wedding,20.31,0,37712,675,679,2,7,0,15,659,655,Charged Off
3000, 36 months,10+ years,RENT,30000,debt_consolidation,15.4,0,37196,675,679,0,11,0,15,594,590,Charged Off
13200, 36 months,2 years,MORTGAGE,41600,debt_consolidation,9.55,0,37196,695,699,0,10,0,23,549,545,Charged Off
20000, 60 months,7 years,RENT,70000,small_business,18.41,0,37438,680,684,1,12,0,18,569,565,Charged Off
14125, 36 months,n/a,MORTGAGE,45696,debt_consolidation,21.93,0,36739,695,699,0,10,0,26,629,625,Charged Off
18000, 36 months,< 1 year,OWN,66000,debt_consolidation,12.87,0,34578,705,709,1,10,0,27,514,510,Charged Off
35000, 60 months,10+ years,MORTGAGE,71316,debt_consolidation,14.79,1,34335,680,684,1,13,0,23,664,660,Charged Off
16000, 60 months,< 1 year,RENT,50000,debt_consolidation,21.14,0,38443,685,689,1,8,0,13,514,510,Charged Off
12000, 36 months,< 1 year,RENT,83000,debt_consolidation,8.36,0,37073,735,739,1,9,0,36,544,540,Charged Off
13000, 36 months,5 years,RENT,42000,debt_consolidation,7.69,0,38961,670,674,1,5,0,5,499,0,Charged Off
7125, 36 months,< 1 year,MORTGAGE,30000,debt_consolidation,18.12,0,36951,725,729,0,7,0,20,624,620,Charged Off
9600, 36 months,10+ years,RENT,55000,debt_consolidation,27.34,0,36923,725,729,0,10,0,28,549,545,Charged Off
12000, 60 months,10+ years,MORTGAGE,63000,debt_consolidation,20.67,0,31747,705,709,0,13,0,45,704,700,Charged Off
15000, 36 months,6 years,RENT,38000,credit_card,13.83,0,38412,690,694,1,7,0,10,499,0,Charged Off
22250, 60 months,2 years,MORTGAGE,47532,debt_consolidation,23.76,0,33725,720,724,3,14,0,24,609,605,Charged Off
6000, 36 months,1 year,RENT,37000,small_business,6.68,0,36586,715,719,1,4,0,9,499,0,Charged Off
8200, 60 months,10+ years,RENT,42000,credit_card,5.06,0,32874,700,704,1,6,0,8,534,530,Charged Off
15000, 60 months,8 years,RENT,37000,credit_card,20.14,0,36526,710,714,1,11,0,30,614,610,Charged Off
15700, 60 months,< 1 year,MORTGAGE,60000,debt_consolidation,9.12,0,35916,670,674,0,12,0,35,634,630,Charged Off
35000, 60 months,4 years,MORTGAGE,235000,credit_card,14.08,0,33786,710,714,0,13,0,31,719,715,Charged Off
12000, 60 months,10+ years,RENT,78000,debt_consolidation,13.18,0,34455,675,679,1,12,0,21,534,530,Charged Off
13000, 60 months,7 years,RENT,55000,credit_card,19.09,0,37257,665,669,1,17,0,35,779,775,Charged Off
8000, 36 months,2 years,OWN,108000,house,12.48,0,37226,670,674,1,12,0,19,524,520,Charged Off
1200, 36 months,8 years,RENT,34000,vacation,13.41,0,36526,695,699,1,6,0,30,654,650,Charged Off
5000, 36 months,< 1 year,MORTGAGE,66000,small_business,7.75,0,36526,725,729,3,11,0,20,519,515,Charged Off
35000, 60 months,5 years,RENT,90000,debt_consolidation,7.93,0,37347,680,684,1,9,0,19,599,595,Charged Off
13250, 36 months,7 years,RENT,35000,debt_consolidation,18.55,1,39052,660,664,1,7,0,22,504,500,Charged Off
10000, 36 months,5 years,RENT,29406,debt_consolidation,10.41,0,38078,705,709,0,5,0,17,534,530,Charged Off
2200, 36 months,8 years,RENT,26004,debt_consolidation,14.95,0,37622,725,729,0,3,0,7,634,630,Charged Off
24000, 36 months,1 year,RENT,120000,credit_card,13.9,0,39022,700,704,0,9,0,14,599,595,Charged Off
10625, 36 months,10+ years,RENT,26500,debt_consolidation,15.49,0,36039,680,684,1,6,0,14,499,0,Charged Off
7200, 36 months,< 1 year,MORTGAGE,88800,debt_consolidation,20.46,0,34669,670,674,3,34,0,61,594,590,Charged Off
10400, 60 months,3 years,MORTGAGE,72000,debt_consolidation,8.82,0,38443,675,679,0,8,0,9,499,0,Charged Off
12000, 60 months,9 years,RENT,55000,debt_consolidation,14.49,0,37561,730,734,2,8,0,16,654,650,Charged Off
17200, 60 months,9 years,MORTGAGE,55000,home_improvement,23.76,0,34851,705,709,1,14,0,38,579,575,Charged Off
10625, 36 months,< 1 year,RENT,30000,credit_card,23.2,0,37956,690,694,0,11,0,17,499,0,Charged Off
16400, 60 months,5 years,RENT,61500,credit_card,12.51,0,36708,690,694,1,6,0,11,539,535,Charged Off
13000, 36 months,10+ years,RENT,50000,debt_consolidation,17.3,0,37043,730,734,1,13,0,25,559,555,Charged Off
30000, 60 months,10+ years,MORTGAGE,110000,small_business,23.21,0,32721,685,689,1,17,0,60,669,665,Charged Off
12000, 60 months,6 years,RENT,40000,debt_consolidation,18.66,0,35704,700,704,2,7,0,11,499,0,Charged Off
5000, 36 months,5 years,MORTGAGE,61400,home_improvement,21.71,0,36161,685,689,1,11,0,26,549,545,Charged Off
5000, 36 months,10+ years,RENT,32000,debt_consolidation,20.93,0,36831,700,704,0,10,0,13,584,580,Charged Off
8000, 36 months,4 years,RENT,35000,credit_card,23.79,0,36647,680,684,0,13,0,24,549,545,Charged Off
16000, 60 months,7 years,RENT,50000,debt_consolidation,26.11,0,36100,730,734,1,15,0,31,634,630,Charged Off
10000, 60 months,5 years,OWN,40000,credit_card,12.75,0,38930,675,679,0,13,0,18,499,0,Charged Off
5350, 36 months,6 years,MORTGAGE,52000,home_improvement,9.46,0,36495,665,669,1,14,0,28,504,500,Charged Off
6000, 36 months,< 1 year,RENT,23040,credit_card,12.66,0,36130,710,714,0,6,0,11,514,510,Charged Off
19000, 60 months,3 years,OWN,38000,debt_consolidation,18.09,0,37012,705,709,1,15,0,29,649,645,Charged Off
24000, 60 months,1 year,MORTGAGE,122400,debt_consolidation,9.98,0,35704,665,669,2,10,0,16,574,570,Charged Off
20300, 60 months,< 1 year,RENT,80000,debt_consolidation,27.76,0,36617,735,739,1,14,0,30,599,595,Charged Off
2300, 36 months,< 1 year,MORTGAGE,78000,other,10.23,0,34001,745,749,1,18,0,44,559,555,Charged Off
18800, 60 months,7 years,RENT,75000,debt_consolidation,11.73,0,36770,685,689,2,7,0,9,499,0,Charged Off
24575, 60 months,10+ years,MORTGAGE,59000,credit_card,19.75,0,34425,680,684,0,9,0,25,509,505,Charged Off
5000, 36 months,5 years,RENT,21000,other,7.14,0,39417,675,679,0,2,0,4,544,540,Charged Off
17475, 60 months,10+ years,RENT,56000,other,24.84,0,36617,695,699,2,11,0,27,504,500,Charged Off
34475, 60 months,8 years,RENT,60000,debt_consolidation,20.02,0,35186,725,729,0,13,0,36,564,560,Charged Off
10050, 60 months,10+ years,MORTGAGE,74143.68,home_improvement,17.54,0,38078,685,689,1,10,0,16,594,590,Charged Off
10000, 36 months,< 1 year,RENT,42000,credit_card,16.37,0,35704,670,674,1,11,0,36,549,545,Charged Off
35000, 60 months,3 years,MORTGAGE,90000,small_business,8.07,0,38047,745,749,0,6,0,19,599,595,Charged Off
18200, 36 months,10+ years,RENT,42000,debt_consolidation,20.37,0,36831,705,709,0,10,0,41,684,680,Charged Off
8800, 60 months,10+ years,RENT,135000,vacation,8.77,0,35400,660,664,1,15,0,24,674,670,In Grace Period
17000, 60 months,9 years,RENT,53000,debt_consolidation,21.03,0,34516,730,734,2,7,0,12,644,640,Charged Off
11100, 36 months,6 years,RENT,45000,debt_consolidation,4.64,0,35400,725,729,1,3,0,9,504,500,Charged Off
12000, 60 months,2 years,RENT,40000,debt_consolidation,6.15,0,36586,685,689,1,4,0,7,539,535,Charged Off
21000, 60 months,7 years,OWN,42000,debt_consolidation,15.8,0,36557,715,719,1,5,0,10,499,0,Charged Off
18500, 36 months,1 year,RENT,112000,debt_consolidation,9.02,0,35065,770,774,1,10,0,26,589,585,Charged Off
8500, 36 months,n/a,RENT,27050,credit_card,10.25,0,38626,670,674,3,7,0,10,534,530,Charged Off
9500, 36 months,5 years,MORTGAGE,52000,debt_consolidation,18.95,0,37834,695,699,1,8,0,11,539,535,Charged Off
12000, 60 months,5 years,RENT,165000,debt_consolidation,6.27,1,36100,675,679,0,5,0,19,534,530,Charged Off
5000, 36 months,n/a,RENT,84855,other,14.14,0,32387,735,739,2,13,0,18,559,555,Charged Off
4000, 36 months,10+ years,RENT,47000,other,12.94,0,38443,685,689,0,3,0,7,529,525,Charged Off
15000, 36 months,4 years,RENT,62000,debt_consolidation,18.77,0,38384,690,694,0,18,0,19,609,605,Charged Off
16500, 36 months,10+ years,MORTGAGE,64000,credit_card,7.97,0,36678,680,684,0,9,0,13,499,0,Charged Off
20000, 60 months,n/a,MORTGAGE,100000,home_improvement,6.68,0,35735,745,749,0,3,0,17,709,705,Late (31-120 days)
4000, 36 months,n/a,OWN,25000,debt_consolidation,12.62,0,37622,675,679,1,5,0,9,499,0,Charged Off
3000, 36 months,3 years,RENT,55000,credit_card,9.75,0,37012,690,694,0,12,0,19,499,0,Charged Off
3500, 36 months,10+ years,MORTGAGE,175000,medical,16.49,0,33451,705,709,3,18,0,54,679,675,Charged Off
17500, 60 months,10+ years,RENT,45256,debt_consolidation,22.01,0,36526,745,749,0,19,0,44,584,580,Charged Off
35000, 60 months,7 years,MORTGAGE,165000,other,16.33,0,35186,695,699,0,9,0,37,664,660,Charged Off
15000, 36 months,3 years,RENT,70000,debt_consolidation,8.25,0,37196,695,699,2,8,0,16,499,0,Charged Off
35000, 60 months,3 years,MORTGAGE,70000,debt_consolidation,19.17,0,36526,700,704,2,13,0,38,569,565,Charged Off
12200, 60 months,8 years,MORTGAGE,35000,debt_consolidation,13.13,0,35704,705,709,0,5,1,20,519,515,Charged Off
25000, 60 months,10+ years,RENT,81000,credit_card,12.62,0,32509,715,719,1,13,0,25,659,655,Charged Off
7175, 36 months,4 years,RENT,60000,small_business,7.9,0,31444,755,759,0,4,0,15,534,530,Charged Off
17000, 60 months,5 years,MORTGAGE,84000,home_improvement,10.19,0,35096,665,669,1,10,0,16,614,610,Charged Off
16000, 36 months,7 years,MORTGAGE,70000,debt_consolidation,4.99,0,39326,700,704,1,6,0,6,499,0,Charged Off
10000, 60 months,1 year,RENT,56496,debt_consolidation,18.84,0,34669,695,699,2,11,0,26,604,600,Charged Off
8000, 36 months,10+ years,OWN,42240,credit_card,12.33,0,36617,735,739,0,15,0,25,674,670,Charged Off
30000, 60 months,10+ years,OWN,120000,credit_card,9.17,0,36373,715,719,0,6,0,29,499,0,Charged Off
15000, 36 months,1 year,RENT,90000,debt_consolidation,11.2,0,37926,690,694,0,8,0,13,519,515,Charged Off
8400, 36 months,10+ years,RENT,72000,debt_consolidation,20.75,1,35186,740,744,2,8,0,23,549,545,Charged Off
22750, 60 months,< 1 year,MORTGAGE,47840,debt_consolidation,19.31,0,33208,675,679,2,11,0,16,564,560,Charged Off
5000, 60 months,< 1 year,RENT,17000,major_purchase,12.85,0,38412,700,704,1,13,0,19,579,575,Charged Off
14000, 60 months,10+ years,OWN,35000,debt_consolidation,13.68,0,36557,705,709,0,5,0,7,639,635,Charged Off
1400, 36 months,n/a,MORTGAGE,30108,debt_consolidation,20.29,0,31686,715,719,1,8,0,40,559,555,Charged Off
2400, 36 months,8 years,RENT,43080,debt_consolidation,21.67,0,35886,710,714,1,5,0,14,574,570,Charged Off
5000, 36 months,3 years,OWN,32500,other,16.32,0,37834,765,769,1,12,0,29,654,650,Charged Off
2400, 36 months,10+ years,MORTGAGE,72000,wedding,17.38,0,34759,695,699,0,8,0,41,659,655,Charged Off
10000, 36 months,10+ years,RENT,30000,credit_card,16.56,0,39264,665,669,0,11,0,14,644,640,Charged Off
10000, 36 months,< 1 year,RENT,26400,debt_consolidation,13.95,0,37347,670,674,0,7,0,12,499,0,Charged Off
22800, 60 months,8 years,RENT,68000,credit_card,10.02,0,36617,725,729,1,11,0,20,529,525,Charged Off
3000, 36 months,1 year,RENT,18000,small_business,24.27,0,36951,705,709,1,4,0,9,579,575,Charged Off
4200, 36 months,10+ years,RENT,35000,debt_consolidation,21.91,0,36192,740,744,0,6,0,17,534,530,Charged Off
7000, 60 months,5 years,RENT,50000,credit_card,11.76,0,39114,660,664,1,9,0,12,499,0,Charged Off
3600, 60 months,1 year,RENT,32000,debt_consolidation,17.25,0,38018,670,674,1,8,0,19,529,525,Charged Off
14000, 60 months,10+ years,MORTGAGE,27840,small_business,10.78,0,33117,740,744,2,5,0,23,554,550,Charged Off
